postcode,oa11cd,lsoa11cd,msoa11cd,msoa11hclnm,wd19cd,wd19nm,lon,lat
WA157UT,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.317462,53.397568
WA157UU,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.316276,53.397804
WA157UW,E00031453,E01006204,E02001280,Timperley East,E05000839,Village,-2.318452,53.397187
WA157UX,E00031413,E01006193,E02001282,Altrincham East,E05000837,Timperley,-2.336788,53.39196
WA157UY,E00031453,E01006204,E02001280,Timperley East,E05000839,Village,-2.31577,53.396511
WA157UZ,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.316016,53.39714
WA157WA,E00031453,E01006204,E02001280,Timperley East,E05000839,Village,-2.318271,53.397116
WA157WB,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157WD,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338499,53.385798
WA157WE,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157WF,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.311305,53.398734
WA157WG,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157WH,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338499,53.385798
WA157WJ,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338499,53.385798
WA157WL,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157WN,E00031454,E01006206,E02001280,Timperley East,E05000839,Village,-2.316451,53.393022
WA157WP,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338499,53.385798
WA157WQ,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157WR,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.316016,53.39714
WA157WS,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157WT,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.316016,53.39714
WA157WU,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.316016,53.39714
WA157WW,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.316016,53.39714
WA157WX,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157WY,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.316016,53.39714
WA157WZ,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.311365,53.398752
WA157XA,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.316341,53.396411
WA157XB,E00031453,E01006204,E02001280,Timperley East,E05000839,Village,-2.315616,53.395963
WA157XD,E00031453,E01006204,E02001280,Timperley East,E05000839,Village,-2.316186,53.395827
WA157XE,E00031453,E01006204,E02001280,Timperley East,E05000839,Village,-2.314659,53.396793
WA157XF,E00031453,E01006204,E02001280,Timperley East,E05000839,Village,-2.315044,53.395956
WA157XG,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.313411,53.398855
WA157XH,E00031448,E01006204,E02001280,Timperley East,E05000839,Village,-2.317575,53.398529
WA157XJ,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.313363,53.398342
WA157XL,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.31467,53.398186
WA157XN,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.314618,53.397224
WA157XP,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.315299,53.397897
WA157XQ,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.316634,53.397345
WA157XR,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.315395,53.398659
WA157XS,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.315603,53.398256
WA157XT,E00031450,E01006204,E02001280,Timperley East,E05000839,Village,-2.310515,53.399644
WA157XU,E00031450,E01006204,E02001280,Timperley East,E05000839,Village,-2.31167,53.399309
WA157XW,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.315008,53.397187
WA157XX,E00031451,E01006204,E02001280,Timperley East,E05000839,Village,-2.314143,53.398098
WA157XY,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157XZ,E00031454,E01006206,E02001280,Timperley East,E05000839,Village,-2.316597,53.392365
WA157YA,E00031465,E01006208,E02001280,Timperley East,E05000839,Village,-2.303034,53.390333
WA157YB,E00031473,E01006207,E02001280,Timperley East,E05000839,Village,-2.303359,53.389487
WA157YD,E00031465,E01006208,E02001280,Timperley East,E05000839,Village,-2.303171,53.390567
WA157YE,E00031473,E01006207,E02001280,Timperley East,E05000839,Village,-2.304376,53.39095
WA157YF,E00031465,E01006208,E02001280,Timperley East,E05000839,Village,-2.301719,53.391532
WA157YG,E00031469,E01006208,E02001280,Timperley East,E05000839,Village,-2.301932,53.389752
WA157YH,E00031469,E01006208,E02001280,Timperley East,E05000839,Village,-2.300824,53.390357
WA157YJ,E00031465,E01006208,E02001280,Timperley East,E05000839,Village,-2.300847,53.391579
WA157YL,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157YN,E00031469,E01006208,E02001280,Timperley East,E05000839,Village,-2.300927,53.390051
WA157YP,E00031454,E01006206,E02001280,Timperley East,E05000839,Village,-2.316356,53.392375
WA157YQ,E00031469,E01006208,E02001280,Timperley East,E05000839,Village,-2.301084,53.390985
WA157YR,E00031469,E01006208,E02001280,Timperley East,E05000839,Village,-2.301389,53.389519
WA157YS,E00031469,E01006208,E02001280,Timperley East,E05000839,Village,-2.301204,53.388891
WA157YT,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157YU,E00031382,E01006194,E02001282,Altrincham East,E05000831,Hale Central,-2.346923,53.384533
WA157YW,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157YX,E00031382,E01006194,E02001282,Altrincham East,E05000831,Hale Central,-2.346923,53.384533
WA157YY,E00031382,E01006194,E02001282,Altrincham East,E05000831,Hale Central,-2.346923,53.384533
WA157YZ,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZA,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZB,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZD,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZJ,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZL,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZN,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZP,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZQ,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZR,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZS,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZT,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZU,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA157ZW,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158AA,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338499,53.385798
WA158AB,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.337774,53.38535
WA158AD,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.336732,53.384769
WA158AE,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.336732,53.384769
WA158AF,E00031078,E01006139,E02001284,Hale,E05000831,Hale Central,-2.33761,53.383688
WA158AG,E00031081,E01006139,E02001284,Hale,E05000831,Hale Central,-2.336799,53.383753
WA158AH,E00031081,E01006139,E02001284,Hale,E05000831,Hale Central,-2.336111,53.384267
WA158AJ,E00031081,E01006139,E02001284,Hale,E05000831,Hale Central,-2.336078,53.383917
WA158AL,E00031081,E01006139,E02001284,Hale,E05000831,Hale Central,-2.336807,53.382962
WA158AN,E00031081,E01006139,E02001284,Hale,E05000831,Hale Central,-2.336401,53.382927
WA158AP,E00031081,E01006139,E02001284,Hale,E05000831,Hale Central,-2.335214,53.382975
WA158AQ,E00168592,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.335228,53.384773
WA158AR,E00031081,E01006139,E02001284,Hale,E05000831,Hale Central,-2.336273,53.381966
WA158AS,E00031082,E01006139,E02001284,Hale,E05000831,Hale Central,-2.335267,53.382004
WA158AT,E00031082,E01006139,E02001284,Hale,E05000831,Hale Central,-2.334828,53.3817
WA158AU,E00031082,E01006139,E02001284,Hale,E05000831,Hale Central,-2.333615,53.382439
WA158AW,E00031082,E01006139,E02001284,Hale,E05000831,Hale Central,-2.335482,53.38266
WA158AX,E00031082,E01006139,E02001284,Hale,E05000831,Hale Central,-2.334277,53.38234
WA158AY,E00031082,E01006139,E02001284,Hale,E05000831,Hale Central,-2.333535,53.381668
WA158AZ,E00031082,E01006139,E02001284,Hale,E05000831,Hale Central,-2.332364,53.381905
WA158BA,E00031082,E01006139,E02001284,Hale,E05000831,Hale Central,-2.331599,53.382087
WA158BB,E00031077,E01006140,E02001284,Hale,E05000831,Hale Central,-2.330966,53.381909
WA158BD,E00031090,E01006139,E02001284,Hale,E05000831,Hale Central,-2.332714,53.380466
WA158BE,E00031090,E01006139,E02001284,Hale,E05000831,Hale Central,-2.332071,53.380935
WA158BF,E00031090,E01006139,E02001284,Hale,E05000831,Hale Central,-2.332193,53.381186
WA158BG,E00031080,E01006140,E02001284,Hale,E05000831,Hale Central,-2.331557,53.380613
WA158BH,E00031080,E01006140,E02001284,Hale,E05000831,Hale Central,-2.332205,53.380755
WA158BJ,E00031080,E01006140,E02001284,Hale,E05000831,Hale Central,-2.330278,53.380454
WA158BL,E00031090,E01006139,E02001284,Hale,E05000831,Hale Central,-2.330932,53.379455
WA158BN,E00031090,E01006139,E02001284,Hale,E05000831,Hale Central,-2.332813,53.379701
WA158BP,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.326684,53.380266
WA158BQ,E00031080,E01006140,E02001284,Hale,E05000831,Hale Central,-2.332203,53.380494
WA158BS,E00031091,E01006140,E02001284,Hale,E05000831,Hale Central,-2.327039,53.379528
WA158BT,E00031091,E01006140,E02001284,Hale,E05000831,Hale Central,-2.326363,53.37962
WA158BU,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.32572,53.380178
WA158BW,E00031091,E01006140,E02001284,Hale,E05000831,Hale Central,-2.329359,53.380187
WA158BX,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324888,53.379328
WA158BY,E00031081,E01006139,E02001284,Hale,E05000831,Hale Central,-2.337749,53.384155
WA158BZ,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379741
WA158DA,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.345796,53.390136
WA158DB,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.344958,53.390721
WA158DD,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379741
WA158DE,E00031086,E01006139,E02001284,Hale,E05000831,Hale Central,-2.334057,53.379248
WA158DF,E00030834,E01006083,E02001284,Hale,E05000831,Hale Central,-2.334355,53.378879
WA158DG,E00031090,E01006139,E02001284,Hale,E05000831,Hale Central,-2.332357,53.379082
WA158DH,E00030837,E01006083,E02001284,Hale,E05000831,Hale Central,-2.33011,53.378181
WA158DJ,E00031090,E01006139,E02001284,Hale,E05000831,Hale Central,-2.330205,53.378729
WA158DL,E00031090,E01006139,E02001284,Hale,E05000831,Hale Central,-2.328759,53.378382
WA158DN,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.327188,53.377335
WA158DP,E00031094,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.323197,53.376312
WA158DQ,E00031080,E01006140,E02001284,Hale,E05000831,Hale Central,-2.329187,53.381194
WA158DR,E00031094,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.322149,53.376917
WA158DS,E00031089,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324521,53.378466
WA158DT,E00031089,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324214,53.379707
WA158DU,E00031089,E01006140,E02001284,Hale,E05000830,Hale Barns,-2.321985,53.37912
WA158DW,E00031094,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.323882,53.375492
WA158DX,E00031092,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.322698,53.377985
WA158DY,E00031094,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.324139,53.37773
WA158DZ,E00031094,E01006135,E02001286,Hale Barns,E05000831,Hale Central,-2.325215,53.376882
WA158EA,E00031094,E01006135,E02001286,Hale Barns,E05000831,Hale Central,-2.325641,53.377528
WA158EB,E00030837,E01006083,E02001284,Hale,E05000831,Hale Central,-2.32768,53.376875
WA158ED,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.327093,53.378692
WA158EE,E00031090,E01006139,E02001284,Hale,E05000831,Hale Central,-2.330345,53.379313
WA158EF,E00031091,E01006140,E02001284,Hale,E05000831,Hale Central,-2.328735,53.37928
WA158EG,E00031081,E01006139,E02001284,Hale,E05000831,Hale Central,-2.338655,53.3847
WA158EH,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158EJ,E00031382,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.346044,53.389263
WA158EL,E00168592,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.336739,53.385668
WA158EN,E00031382,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.346516,53.386305
WA158EP,E00031382,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.346353,53.386566
WA158EQ,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.344493,53.390787
WA158ER,E00031412,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.345124,53.387107
WA158ES,E00031382,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.345575,53.38886
WA158ET,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.345104,53.390156
WA158EU,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.344485,53.389771
WA158EW,E00031382,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.345719,53.388229
WA158EX,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.34372,53.390043
WA158EY,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.343074,53.390205
WA158EZ,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.342047,53.39145
WA158FA,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158FB,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.341292,53.391048
WA158FD,E00031382,E01006194,E02001282,Altrincham East,E05000831,Hale Central,-2.346923,53.384533
WA158FE,E00031382,E01006194,E02001282,Altrincham East,E05000831,Hale Central,-2.346923,53.384533
WA158FF,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158FG,E00031380,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.343152,53.386701
WA158FH,E00031081,E01006139,E02001284,Hale,E05000831,Hale Central,-2.337825,53.384199
WA158FJ,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158FL,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158FN,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158FP,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158FQ,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158FR,E00031382,E01006194,E02001282,Altrincham East,E05000831,Hale Central,-2.346923,53.384533
WA158FS,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158FT,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158FU,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158FW,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158FX,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158FY,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158FZ,E00031096,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.314279,53.369693
WA158GA,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379741
WA158GB,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158GD,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158GE,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338499,53.385798
WA158GF,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.341292,53.391048
WA158GG,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.341292,53.391048
WA158GH,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158GJ,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.341292,53.391048
WA158GL,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158GN,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158GP,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158GQ,E00031382,E01006194,E02001282,Altrincham East,E05000831,Hale Central,-2.346923,53.384533
WA158GR,E00031382,E01006194,E02001282,Altrincham East,E05000831,Hale Central,-2.346923,53.384533
WA158GS,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158GT,E00031412,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.345176,53.386057
WA158GU,E00031382,E01006194,E02001282,Altrincham East,E05000831,Hale Central,-2.346923,53.384533
WA158GW,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158GX,E00031382,E01006194,E02001282,Altrincham East,E05000831,Hale Central,-2.346923,53.384533
WA158GY,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.338394,53.385906
WA158GZ,E00031412,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.345176,53.386057
WA158HA,E00031411,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.342698,53.392033
WA158HB,E00031411,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.342962,53.392958
WA158HD,E00031411,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.344531,53.391767
WA158HE,E00031411,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.343358,53.391824
WA158HF,E00031413,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.344299,53.391039
WA158HG,E00031380,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.344278,53.388343
WA158HH,E00031380,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.34336,53.388264
WA158HJ,E00031412,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.343829,53.38694
WA158HL,E00031380,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.343899,53.386196
WA158HN,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158HP,E00031382,E01006194,E02001282,Altrincham East,E05000831,Hale Central,-2.346923,53.384533
WA158HQ,E00031380,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.344177,53.388945
WA158HR,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.341669,53.385501
WA158HS,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.34146,53.385771
WA158HT,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.341569,53.386139
WA158HU,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.324741,53.379822
WA158HW,E00031412,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.34355,53.385907
WA158HX,E00168591,E01006194,E02001282,Altrincham East,E05000819,Altrincham,-2.340709,53.385773
WA158HY,E00031404,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.342804,53.393911
WA158HZ,E00031404,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.34323,53.394611
WA158JA,E00031404,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.343437,53.394071
WA158JB,E00031404,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.34354,53.39381
WA158JD,E00031411,E01006193,E02001282,Altrincham East,E05000819,Altrincham,-2.34407,53.392478
WA158JE,E00031080,E01006140,E02001284,Hale,E05000831,Hale Central,-2.329861,53.380941
WA158JF,E00031080,E01006140,E02001284,Hale,E05000831,Hale Central,-2.329412,53.38114
WA158JG,E00031091,E01006140,E02001284,Hale,E05000831,Hale Central,-2.327273,53.380544
WA158JH,E00031077,E01006140,E02001284,Hale,E05000831,Hale Central,-2.323966,53.380589
WA158JJ,E00031077,E01006140,E02001284,Hale,E05000831,Hale Central,-2.325126,53.380963
WA158JL,E00031089,E01006140,E02001284,Hale,E05000830,Hale Barns,-2.323366,53.380806
WA158JN,E00031077,E01006140,E02001284,Hale,E05000831,Hale Central,-2.323925,53.381155
WA158JP,E00031077,E01006140,E02001284,Hale,E05000830,Hale Barns,-2.322031,53.381232
WA158JQ,E00031083,E01006140,E02001284,Hale,E05000831,Hale Central,-2.326282,53.380825
WA158JR,E00031089,E01006140,E02001284,Hale,E05000830,Hale Barns,-2.322103,53.380764
WA158JS,E00031077,E01006140,E02001284,Hale,E05000830,Hale Barns,-2.321083,53.381145
WA158JT,E00031087,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.319322,53.380862
WA158JU,E00031087,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.320189,53.380194
WA158JW,E00031089,E01006140,E02001284,Hale,E05000830,Hale Barns,-2.321697,53.380819
WA158JX,E00031087,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.318912,53.380252
WA158JY,E00031088,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.318134,53.380685
WA158JZ,E00031085,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.316183,53.381239
WA158LA,E00031084,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.316501,53.381462
WA158LB,E00031087,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.316743,53.381669
WA158LD,E00031084,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.314154,53.381235
WA158LE,E00031084,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.313825,53.38147
WA158LF,E00031079,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.312927,53.382074
WA158LG,E00031084,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.315181,53.382022
WA158LH,E00031077,E01006140,E02001284,Hale,E05000830,Hale Barns,-2.322063,53.381502
WA158LJ,E00031084,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.312051,53.381501
WA158LL,E00031084,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.311943,53.381124
WA158LN,E00031084,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.312909,53.381589
WA158LP,E00031085,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.314906,53.381456
WA158LQ,E00031087,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.318664,53.381241
WA158LR,E00031089,E01006140,E02001284,Hale,E05000830,Hale Barns,-2.321406,53.380047
WA158LS,E00031089,E01006140,E02001284,Hale,E05000830,Hale Barns,-2.322246,53.379766
WA158LT,E00031092,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.319626,53.379225
WA158LU,E00031088,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.31777,53.380291
WA158LW,E00031080,E01006140,E02001284,Hale,E05000831,Hale Central,-2.32949,53.381472
WA158LX,E00031088,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.317152,53.380103
WA158LY,E00031088,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.317899,53.379409
WA158LZ,E00031093,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.316647,53.378936
WA158NA,E00031092,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.318718,53.378481
WA158NB,E00031093,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.317242,53.378063
WA158ND,E00031092,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.31898,53.377276
WA158NE,E00031095,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.318203,53.375894
WA158NF,E00031095,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.31728,53.375105
WA158NG,E00031088,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.315749,53.375352
WA158NH,E00031095,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.317277,53.374656
WA158NJ,E00031098,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.316666,53.373327
WA158NL,E00031094,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.31849,53.374006
WA158NN,E00031095,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.319594,53.374946
WA158NP,E00031087,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.319672,53.381355
WA158NQ,E00031095,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.316357,53.374191
WA158NR,E00031382,E01006194,E02001282,Altrincham East,E05000831,Hale Central,-2.346923,53.384533
WA158NS,E00031098,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.314094,53.373145
WA158NT,E00031098,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.314094,53.373145
WA158NU,E00031095,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.314624,53.373611
WA158NW,E00031084,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.314384,53.38181
WA158NX,E00031095,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.315087,53.373269
WA158NY,E00031095,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.31463,53.374456
WA158NZ,E00031098,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.31556,53.372189
WA158PA,E00031098,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.313,53.373598
WA158PB,E00031095,E01006135,E02001286,Hale Barns,E05000830,Hale Barns,-2.313924,53.374485
WA158PD,E00031088,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.315172,53.376603
WA158PE,E00031093,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.315166,53.37788
WA158PF,E00031088,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.314524,53.378376
WA158PG,E00031085,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.313496,53.379727
WA158PH,E00031079,E01006138,E02001286,Hale Barns,E05000830,Hale Barns,-2.311257,53.379866
